computergraphics,Normal 2D photo to VR-compatible spherical photo,CC BY-SA 3.0
ai,Why is image classification tasks are dominated by minimizing cost function instead of maximizing ones?,CC BY-SA 4.0
astronomy,Why does fusing iron in a stellar core use more energy than it releases,CC BY-SA 3.0
quantumcomputing,How do we find the stabilizer generators for the three-qubit bit-flip code spanned by $|000\rangle$ and $|111\rangle$?,CC BY-SA 4.0
ai,Why is the state-action value function used more than the state value function?,CC BY-SA 4.0
ai,"How can I generate natural language sentences given logical structures that contain the subject, verb and target?",CC BY-SA 4.0
quantumcomputing,Why can a point in anti-de Sitter space be modeled as a logical qutrit and how is its error correction done?,CC BY-SA 4.0
coffee,What happens if you fail to clean a steam wand after frothing milk?,CC BY-SA 3.0
ai,What is a Markov chain and how can it be used in creating artificial intelligence?,CC BY-SA 3.0
ai,What type of model should I fit to increase accuracy?,CC BY-SA 4.0
sports,Why is the doubles match still played when the round is already won by a team in Fed Cup?,CC BY-SA 3.0
quantumcomputing,symbolic quantum computing using sympy : how to use arbitrary gate?,CC BY-SA 4.0
computergraphics,Creating Signed Distance Fields Images On The Fly For WebGL Application,CC BY-SA 3.0
astronomy,How to convert between spectra given in terms of velocity (km/s) to wavelength spectra?,CC BY-SA 4.0
astronomy,How does gravity affect a physical clock?,CC BY-SA 4.0
computergraphics,Rounding the edges in a mitered line segment inside of a fragment shader,CC BY-SA 3.0
quantumcomputing,"How to construct the ""Inversion About the Mean"" operator?",CC BY-SA 4.0
ai,"Is the performance of a neural network, which was trained with encrypted data and weights, affected if the weights are decrypted?",CC BY-SA 4.0
astronomy,Is axial tilt critical for life?,CC BY-SA 3.0
astronomy,How do I calculate the elevation angle to the horizon?,CC BY-SA 4.0
astronomy,What causes the bright white area in this photo of the earth?,CC BY-SA 3.0
astronomy,What name was voted for Tau Boötis b by the Name Exoworlds Project?,CC BY-SA 4.0
beer,Who invented beer and when?,CC BY-SA 3.0
opendata,Text Dataset for Entity Recognition of personal data,CC BY-SA 4.0
coffee,"Decaf coffee, how to make our own",CC BY-SA 4.0
computergraphics,How to calculate clip to device coordinates with matrix,CC BY-SA 4.0
ai,Merge one label with one information for classification problem or multi-label classification,CC BY-SA 4.0
astronomy,Stellar mass database,CC BY-SA 3.0
astronomy,Open problems in astronomy that an amateur (with a PhD in some other field) would have a chance of solving?,CC BY-SA 3.0
martialarts,Why do Sambo fighters practice BJJ as well?,CC BY-SA 4.0
opendata,Is there a free downloadable administrative division database of Germany?,CC BY-SA 3.0
ai,Is it feasible to train a DQN with thousands of input ports?,CC BY-SA 4.0
quantumcomputing,Can't append multiple times with self-defined oracle,CC BY-SA 4.0
astronomy,How likely and severe is the threat of a gamma ray burst to earth?,CC BY-SA 3.0
astronomy,How can light reach us from 14 billion light years away?,CC BY-SA 3.0
astronomy,"How do we know how the Sun (or any star, for that matter) will evolve?",CC BY-SA 3.0
coffee,Increase cold brew coffee concentration,CC BY-SA 3.0
quantumcomputing,Why is the Measurement Result Always 1? (expected to find uniformly random measurement),CC BY-SA 4.0
ai,What is happening when a reinforcement learning agent trains itself out of desired behavior?,CC BY-SA 4.0
ai,Reservoir of LSM vs. FF-NN or ELM,CC BY-SA 4.0
ai,Why is the space-complexity of greedy best-first search is $\mathcal{O}(b^m)$?,CC BY-SA 4.0
coffee,What is the standardized naming of this type of coffee?,CC BY-SA 3.0
opendata,Novel Blurb Corpus,CC BY-SA 3.0
sports,"In American Football, why are fullbacks called such if they aren't all the way back from the OLine?",CC BY-SA 3.0
martialarts,"What is ""momo-guruma""?",CC BY-SA 4.0
quantumcomputing,"Is the BB84 protocol an example of ""quantum supremacy""?",CC BY-SA 4.0
sports,Does the man with an extra day of rest at the Australian Open have an advantage?,CC BY-SA 3.0
ai,Examples of single player games that use modern ML techniques in the AI?,CC BY-SA 4.0
astronomy,Can radio telescopes such as arecibo image the subsurface of asteroids or planets?,CC BY-SA 3.0
beer,What is the technical name for the stopper used to seal a barrel of beer or wine?,CC BY-SA 4.0
computergraphics,Pixel density / color channel depth ratio for dithered gradients,CC BY-SA 3.0
sports,"What is the minimum age of a coach in a football leagues like premiership, La Liga and Seria A",CC BY-SA 4.0
ai,"When the AI singularity takes over, what will there be left for us to do?",CC BY-SA 4.0
quantumcomputing,Threshold and practical requirements for initial state preparation?,CC BY-SA 3.0
quantumcomputing,Implementing an oracle,CC BY-SA 4.0
ai,How is an architecture composed of a second model that validates the first one called in machine learning?,CC BY-SA 4.0
astronomy,Future of CMB observations: How will our knowledge of the early universe change?,CC BY-SA 3.0
sports,Are there any sports other than American football that have a coach's challenge?,CC BY-SA 3.0
martialarts,What does the closed fist covered by open hand signify?,CC BY-SA 3.0
ai,What's the role of bounding boxes in object detection?,CC BY-SA 4.0
ai,Tuning of PPO metaparameters: a high level overview of what each parameter does,CC BY-SA 4.0
ai,What do the different actions of the OpenAI gym's environment of 'Pong-v0' represent?,CC BY-SA 4.0
astronomy,Why the habitable zone of a binary star is a disc and not a sphere?,CC BY-SA 4.0
coffee,Can you prepare orzo coffee in a moka pot?,CC BY-SA 4.0
quantumcomputing,"Computing Majorana ""Stars""",CC BY-SA 4.0
astronomy,Where do the heavier elements come from?,CC BY-SA 3.0
quantumcomputing,How to construct a quantum circuit for the following state transformation?,CC BY-SA 4.0
ai,Why does the relativistic discriminator increase the probability that generated data are real and decrease the probability that real data are real?,CC BY-SA 4.0
computergraphics,Factor of 2 converting radiance to irradiance,CC BY-SA 4.0
beer,Beer-A-Day (Free Online) Calendars,CC BY-SA 3.0
sports,Are certain bye weeks more advantageous than others in the NFL?,CC BY-SA 3.0
coffee,"Of the various methods of decaffeinating coffee, which is the safest?",CC BY-SA 3.0
sports,Is this a run out?,CC BY-SA 3.0
astronomy,Why is there a supermassive black hole at the center of every galaxy?,CC BY-SA 3.0
opendata,Wind Speed / Dir and Gust Speed US Pacific Southwest,CC BY-SA 4.0
ai,Does IBM Watson use machine learning?,CC BY-SA 4.0
ai,What is difference between edge computing and federated learning?,CC BY-SA 4.0
astronomy,What is the closest an asteroid or comet has passed the Sun and survived?,CC BY-SA 4.0
ai,Concatenate convolution layers with different strides in tensorflow.,CC BY-SA 3.0
computergraphics,Algorithm to remove inner faces of a triangulated mesh,CC BY-SA 3.0
sports,Why is playing to the spirit of the game considered so important in cricket?,CC BY-SA 3.0
astronomy,In what form was dark energy stored 6 billion years ago?,CC BY-SA 4.0
sports,Do Ice Hockey commentators say score or scores?,CC BY-SA 3.0
astronomy,"Why Tidal Tails in Disk Galaxies, but not in Ellipticals?",CC BY-SA 4.0
ai,Can learned feature vectors be considered a good encryption?,CC BY-SA 4.0
quantumcomputing,Is there any single-logical-qubit physical device out there as of end 2018?,CC BY-SA 4.0
opendata,Open data GeoRSS feeds,CC BY-SA 3.0
coffee,Decaffeinated Coffee Beans,CC BY-SA 3.0
sports,What is the point of keeping track of pars?,CC BY-SA 3.0
astronomy,What weather is present in Jupiter's great red spot?,CC BY-SA 4.0
quantumcomputing,How to get state vector probabilities in Q#,CC BY-SA 4.0
astronomy,Do hypervelocity stars have Oort clouds?,CC BY-SA 3.0
ai,Why do we regularize the variational autoencoder with a normal distribution?,CC BY-SA 4.0
computergraphics,How to implement a trackball in OpenGL?,CC BY-SA 3.0
ai,Using DDPG for control in multi-dimensional continuous action space?,CC BY-SA 4.0
quantumcomputing,Rotations to encode $f(x)$ into ancilla qubit for quantum Monte Carlo,CC BY-SA 4.0
quantumcomputing,The process behind constructing a Stabilizer Code?,CC BY-SA 4.0
opendata,Competitive Intelligence Data,CC BY-SA 4.0
astronomy,How is mass curving spacetime?,CC BY-SA 3.0
opendata,Library containing dictionary definitions,CC BY-SA 3.0
beer,Alcohol sales dropping due to name similarity with other things,CC BY-SA 4.0
astronomy,Is there a significant temperature difference on the moon from apogee to perigee or vice-versa?,CC BY-SA 4.0
quantumcomputing,Graph state and maximally entangled state,CC BY-SA 4.0
computergraphics,Exact Formula for Diffuse Hemisphere Lighting,CC BY-SA 3.0
opendata,Annual Mean temperature of Africa countries for past 50 years?,CC BY-SA 3.0
opendata,Realtime Data - Why and Who?,CC BY-SA 3.0
sports,"Has any player ever won Super Bowl MVP, Pro Bowl MVP, and MVP in the same season?",CC BY-SA 4.0
martialarts,Avoiding Knuckle Scrapes with Bag Work,CC BY-SA 3.0
beer,What is happening during aging?,CC BY-SA 3.0
astronomy,"Is it possible that quasars are not powered by black holes but some other kind of compact, massive object?",CC BY-SA 3.0
sports,Can a football team buy and sell a player in the same transfer window?,CC BY-SA 3.0
astronomy,Catalog of Galaxies in the Visible Universe,CC BY-SA 4.0
computergraphics,How does Next Event Estimation work with transformed lights?,CC BY-SA 4.0
astronomy,Why are wavelengths shorter than visible light neglected by new telescopes?,CC BY-SA 3.0
astronomy,Can I see comet ISON from Saudi Arabia?,CC BY-SA 3.0
coffee,Coffee and milk for the lactose intolerant,CC BY-SA 3.0
quantumcomputing,Can hash functions speed up quantum simulation? (Generalizing May and Schlieper's idea),CC BY-SA 4.0
opendata,Where do I find a data base about influenza (or h1n1) for day?,CC BY-SA 4.0
astronomy,Telescope collimation issue,CC BY-SA 3.0
beer,What is 'skunking'?,CC BY-SA 3.0
opendata,Open database of domain registration information?,CC BY-SA 3.0
sports,When is best for the extra recover day?,CC BY-SA 3.0
ai,How can my Neural Network categorize message strings?,CC BY-SA 4.0
beer,Metal band beers in Finland,CC BY-SA 3.0
astronomy,Velocity of ringularity,CC BY-SA 4.0
coffee,Which books do you recommend to read for people who are interested in coffee?,CC BY-SA 3.0
sports,What does the superscript used in tennis scores mean?,CC BY-SA 3.0
sports,Dodgeball: How to throw a ball efficiently?,CC BY-SA 3.0
quantumcomputing,How to implement such a gate where one input bit is zero and the other is one and the output should be one?,CC BY-SA 4.0
ai,Robot Arm Deep Q Learning Actions,CC BY-SA 4.0
astronomy,"The contribution of components like dark matter, stars and gas to the mass of a galaxy",CC BY-SA 4.0
sports,"IFAB: Technical Area, Substitutes",CC BY-SA 3.0
sports,What are these additional white lines on the cricket pitch?,CC BY-SA 3.0
martialarts,What exercises help to develop frontal leg speed?,CC BY-SA 3.0
computergraphics,Return x; y; coordinates of vertex C of triangle,CC BY-SA 3.0
ai,setting up last layer in tensoflow for class type of label,CC BY-SA 4.0
sports,Timeout after field goal: when can it be taken?,CC BY-SA 4.0
astronomy,Gravitational eddies across the galaxy?,CC BY-SA 3.0
ai,What is the benefit of using identity mapping layers in deep neural networks like ResNet?,CC BY-SA 4.0
quantumcomputing,What is Ising Hamiltonian ? What its role in Portfolio Diversification?,CC BY-SA 4.0
quantumcomputing,What are examples of Hamiltonian simulation problems that are BQP-complete?,CC BY-SA 4.0
sports,Why is it so hard for a horse to win the triple crown?,CC BY-SA 3.0
quantumcomputing,Problem 2.2 in Nielsen & Chuang - Properties of the Schmidt number,CC BY-SA 4.0
opendata,"Where does Allrecipes.com get its ""On Sale"" data?",CC BY-SA 3.0
astronomy,Distance of extra-galactic Classical Cepheids,CC BY-SA 3.0
sports,Is it always an indirect free after after misconduct by a player?,CC BY-SA 3.0
sports,MLB - process of signing guy off of streets,CC BY-SA 3.0
astronomy,Is there a Vela Nebula?,CC BY-SA 4.0
quantumcomputing,How to construct Control-Z with square root of swap?,CC BY-SA 4.0
ai,In which cases is the categorical cross-entropy better than the mean squared error?,CC BY-SA 4.0
sports,Running in strong wind,CC BY-SA 3.0
sports,Squash: does hitting the sidewall reset the bounce?,CC BY-SA 3.0
martialarts,How to select a Krav Maga dojo?,CC BY-SA 4.0
quantumcomputing,Symmetry in Conditional Phase Shift Gates and Realizing CNOT through HCZH,CC BY-SA 4.0
quantumcomputing,Partial Cyclic Permuation with only Toffoli and CNOT gates?,CC BY-SA 4.0
ai,How does backpropagation with unbounded activation functions such as ReLU work?,CC BY-SA 4.0
martialarts,Increase left hook power,CC BY-SA 3.0
sports,Why do some places have gravel baseball fields?,CC BY-SA 3.0
astronomy,What does a solar eclipse at 99% totality look like?,CC BY-SA 3.0
computergraphics,"Different result with DSA (vertexArrayVertexBuffer, vertexArrayAttribBinding) than with glBufferData",CC BY-SA 3.0
computergraphics,What kind of transformation when the aspect is changed for a rotated shape?,CC BY-SA 4.0
beer,Seeking images of Devenish brewery labels,CC BY-SA 4.0
ai,Where or for what could genetic algorithms be used in the context of project management?,CC BY-SA 4.0
astronomy,What theories are there in explaining the formation of the Pluto-Charon system?,CC BY-SA 3.0
computergraphics,Does atomic functions on same memory location cause an performance issue?,CC BY-SA 4.0
ai,Disabling of genes during crossover (NEAT),CC BY-SA 4.0
ai,Is there a way to protect humanity against the impending singularity?,CC BY-SA 4.0
ai,How should I deal with vector states in reinforcement learning?,CC BY-SA 4.0
opendata,How Can I Find Public Datasets?,CC BY-SA 4.0
computergraphics,Hero wavelength multiple importance sampling,CC BY-SA 4.0
astronomy,Do all stars have the potential to have life supporting planets?,CC BY-SA 3.0
quantumcomputing,SWAP Test as a Projective Measurement,CC BY-SA 4.0
ai,Extracting information from RNA sequence,CC BY-SA 4.0
astronomy,How do I plot orbit planets and satellites?,CC BY-SA 4.0
sports,What determines if a hand pass is legal in the NHL?,CC BY-SA 3.0
ai,What is the difference between value iteration and policy iteration?,CC BY-SA 4.0
ai,Why would giving my AI more data make it perform worse?,CC BY-SA 4.0
computergraphics,Dealing with OpenGL versions across multiple computers,CC BY-SA 3.0
astronomy,Calculating 2004 BL86 position using software,CC BY-SA 3.0
astronomy,How were the first stars formed?,CC BY-SA 3.0
martialarts,Kicking after ACL Reconstruction,CC BY-SA 3.0
ai,Are there any known disadvantages of implementing vanilla Q-learning on a discretized-state space environment?,CC BY-SA 4.0
sports,Hand ball and free-kicks,CC BY-SA 3.0
coffee,How much sugar can I put it my coffee before it's worse than soda?,CC BY-SA 3.0
sports,What determines the coefficients in the definition of slugging percentage?,CC BY-SA 3.0
astronomy,Having some weird issues with my tracking (Advanced VX),CC BY-SA 3.0
astronomy,Solar Eclipse: How it occurs,CC BY-SA 3.0
quantumcomputing,Simplified explanation of Shor/QFT transformation as thumbtack,CC BY-SA 4.0
sports,Points-based scoring systems for non-automotive sports with more than two competitors played over a season,CC BY-SA 3.0
astronomy,What distance has the moon been from earth at the closest?,CC BY-SA 3.0
astronomy,Primordial angular momentum?,CC BY-SA 3.0
ai,How can I adapt this script (to test the robustness of a perceptron) to test the robustness of a multi-layer perceptron?,CC BY-SA 4.0
astronomy,Converting the log (Stellar Luminosity/Solar Luminosity) and the log of the plus and minus variation,CC BY-SA 4.0
sports,From Skateboarding to Snowboarding?,CC BY-SA 3.0
sports,How do you choose the next Alpine Skiing Slalom's gate?,CC BY-SA 3.0
ai,Purpose of the hidden variables in a Restricted Boltzmann Machine,CC BY-SA 4.0
astronomy,Moving light in night sky,CC BY-SA 3.0
martialarts,"Applications of ""Needle to Sea Bottom""",CC BY-SA 4.0
martialarts,Wrist lock counter attacks that won't injure my opponent,CC BY-SA 4.0
opendata,"Database of pictures deleted from Wikipedia/Commons, and the reason for their deletion",CC BY-SA 4.0
computergraphics,What is a vertex normal used for?,CC BY-SA 4.0
opendata,Speed Limit Data For ArcGIS: Metro Atlanta Region,CC BY-SA 3.0
opendata,"Looking for clustering dataset/usecase with large (10^5+) number of points, medium (256-2048) dimension, small k (10-max 100)",CC BY-SA 3.0
astronomy,How easy would be to see the Moon from Mars?,CC BY-SA 3.0
ai,"How to ""forward"" updated NN model to a transferred model?",CC BY-SA 4.0
sports,How much of a season must be played for it to count under an NBA pension?,CC BY-SA 3.0
astronomy,How to get the longitude/latitude from solar zenith/azimuth?,CC BY-SA 3.0
opendata,Is it okay to download all datasets from a government open data portal?,CC BY-SA 3.0
martialarts,Can Martial Arts be learned alone?,CC BY-SA 3.0
astronomy,How was the astrometry of the famous 1919 solar eclipse confirmation of General Relativity calibrated and verified?,CC BY-SA 4.0
martialarts,"Why is a ""scarf hold"" so-named if you don't wrap around the opponent's neck (like a scarf)?",CC BY-SA 4.0
astronomy,Spectra of electromagnetic radiation emitted during solar flare,CC BY-SA 3.0
ai,What are the benefits of using max-pooling in convolutional neural networks?,CC BY-SA 4.0
opendata,Iraq IDP/Refugee Camps,CC BY-SA 3.0
opendata,Ontology for theme of a text,CC BY-SA 4.0
opendata,Canonical form for romanizations of Arabic town names in Syria,CC BY-SA 4.0
ai,Why is a Nvidia Single Board computer less than ideal for AI model training?,CC BY-SA 4.0
martialarts,How does one train for a spinning reverse kick?,CC BY-SA 3.0
opendata,Dataset for IAB taxonomy text classification?,CC BY-SA 3.0
astronomy,Has Hubble ever been used to try to image a near Earth asteroid?,CC BY-SA 4.0
martialarts,How can I avoid hip injury while practicing Tae Kwon Do?,CC BY-SA 3.0
astronomy,Are there a lot of collisions between stars in the core of the galaxy?,CC BY-SA 3.0
ai,"How to deal with a huge action space, where, at every step, there is a variable number of legal actions?",CC BY-SA 4.0
martialarts,Judo gis for lanky players?,CC BY-SA 3.0
astronomy,Inclination of planets,CC BY-SA 4.0
sports,What is MVP award in IPL?,CC BY-SA 3.0
ai,Semantic issues with predictions made by my trained model,CC BY-SA 4.0
sports,Can a soccer player steal the ball while the goalkeeper bounces it on the ground?,CC BY-SA 3.0
sports,Why no uniform testing for doping at major sporting events?,CC BY-SA 3.0
quantumcomputing,Qiskit implementation of Brassard Amplitude implementaion's Q operator,CC BY-SA 4.0
ai,Is Russia contributing to open research concerning friendly AI?,CC BY-SA 4.0
martialarts,When was the Southern Shaolin Temple destroyed?,CC BY-SA 3.0
ai,Why is my Keras prediction always close to 100% for one image class?,CC BY-SA 4.0
opendata,Personal information dataset,CC BY-SA 3.0
ai,variational auto encoder loss goes down but does not reconstruct input. out of debugging ideas,CC BY-SA 4.0
quantumcomputing,What is the difference between the states $i|1\rangle$ and $|+i\rangle$?,CC BY-SA 4.0
computergraphics,How is measured BRDF data recorded?,CC BY-SA 3.0
sports,Starting a social pool club at work,CC BY-SA 3.0
astronomy,How far could be an object from the Sun and still be under the influence of its gravitational field?,CC BY-SA 3.0
astronomy,Is it possible to generate random numbers from images of the sun?,CC BY-SA 4.0
astronomy,Moving lights in the sky looks like they were moving coordinated,CC BY-SA 4.0
astronomy,Where do local users of ALMA live and work?,CC BY-SA 4.0
quantumcomputing,How to change the sign of a phase: sending $\alpha|0\rangle+e^{i\alpha}\beta|1\rangle$ to $\alpha|0\rangle+e^{-i\alpha}\beta|1\rangle$?,CC BY-SA 4.0
ai,Getting NaN from A3C PPO model,CC BY-SA 4.0
ai,"What loss function is appropriate for finding ""points of interest"" in a array of x,y inputs",CC BY-SA 4.0
ai,"Dyna-Q algorithm, having trouble when adding the simulated experiences",CC BY-SA 4.0
quantumcomputing,What is the intuition of the outer product of two states?,CC BY-SA 4.0
astronomy,How to find maximum and minimum right acsension and declination based on the telescope's location?,CC BY-SA 3.0
ai,Text generation with LSTM with multiple correlated inputs,CC BY-SA 4.0
sports,Why maximum time soccer player doing as an acting without any hurt by opponent?,CC BY-SA 3.0
astronomy,What's the slit and slot on EIS(EUV Imaging Spectrometer) instrument of Hinode?,CC BY-SA 3.0
astronomy,How do I calculate the barycentric position of the sun at a given julian date?,CC BY-SA 3.0
sports,Has any NFL team ever gone an entire season without trailing by 7 or more points?,CC BY-SA 4.0
sports,what is trigger movement of a batsman in cricket?,CC BY-SA 4.0
sports,"Why do MLB games start at incremental times; e.g. 7:05, 6:10, etc?",CC BY-SA 4.0
quantumcomputing,Backend Warning: The skip Qobj validation does not work for IBMQ provider. Disable it,CC BY-SA 4.0
sports,"Is this match in the 2019 Taça de Macau, the most goals scored by a losing team?",CC BY-SA 4.0
sports,Football coaches who have won multiple FIFA World Cups,CC BY-SA 3.0
ai,Which algorithm to use to solve this optimization problem?,CC BY-SA 4.0
opendata,Querying Sparql dataset and caching results locally,CC BY-SA 4.0
computergraphics,pseudoinverse Jacobian and adding more control in computer animation,CC BY-SA 3.0
computergraphics,Does this 3D rendering method exist? How is it called? Is there any C++ algorithm for it?,CC BY-SA 3.0
sports,Formula One and Indy Cars,CC BY-SA 3.0
astronomy,(How) Can one determine if an exoplanet is synchronously tidally locked or not?,CC BY-SA 3.0
computergraphics,"Jos Stam's ""Stable Fluids"" boundary conditions",CC BY-SA 3.0
sports,"In the NFL, how have teams fared against odds from Las Vegas?",CC BY-SA 4.0
beer,"What are the pros and cons of ""Non Age Statement"" Whisky",CC BY-SA 3.0
astronomy,"If the hypothetical planet beyond the Kuiper belt exists, is it likely there are even more planets farther outside?",CC BY-SA 4.0
ai,Update of weights in Recurrent Neural Network through back propagation,CC BY-SA 4.0
astronomy,Do satellites travel in groups,CC BY-SA 4.0
sports,Does the tension of a tennis racket really affect the game play?,CC BY-SA 3.0
astronomy,Why pulsar pulses are so extremely regular?,CC BY-SA 4.0
opendata,Is there open data set on Facebook status?,CC BY-SA 3.0
astronomy,How to plot orbit of binary star and calculate its orbital elements?,CC BY-SA 3.0
martialarts,What is the difference between a choke and a strangle?,CC BY-SA 4.0
astronomy,Why are Cassegrain telescopes shorter than Newtonian reflecting telescopes?,CC BY-SA 4.0
ai,What is the concept of training a neural network?,CC BY-SA 4.0
opendata,Where can I find U.S real time train data,CC BY-SA 3.0
ai,What is batch / batch size in neural networks?,CC BY-SA 4.0
computergraphics,Should ideal specular multiply light colour with material colour?,CC BY-SA 3.0
opendata,Non-aggregated age of endurance sport competitors,CC BY-SA 3.0
sports,When did incentives and salary escalators start in the NFL?,CC BY-SA 3.0
astronomy,How did Earth get here before gravitational waves?,CC BY-SA 3.0
quantumcomputing,How do I trace out the second qubit to find the reduced density operator?,CC BY-SA 4.0
astronomy,Why not send a Gaia-like mission to Mars?,CC BY-SA 4.0
sports,Do MLB starting pitchers get paid per start or per game they are on the roster?,CC BY-SA 3.0
coffee,How do I make my Turkish coffee immune to brewing temperature?,CC BY-SA 4.0
computergraphics,"What algorithm is used in the animation of the uTorrent 's ""About window""?",CC BY-SA 3.0
astronomy,Powerful-enough telescopes to observe the Lunar Roving Vehicle from Earth?,CC BY-SA 4.0
opendata,Nationwide NFL-Team Sports Bar Data?,CC BY-SA 3.0
computergraphics,How to implement a realtime 2D light renderer with fog/colored light on the GPU?,CC BY-SA 3.0
sports,Why is a par-4 playing 140 yards?,CC BY-SA 4.0
quantumcomputing,"Quantum teleportation between two computer chips, how relevant?",CC BY-SA 4.0
quantumcomputing,What types of quantum systems use infinite values?,CC BY-SA 4.0
quantumcomputing,How to properly write the action of a quantum gate implementing an operator $U$ on the superposition of its eigenvectors?,CC BY-SA 4.0
astronomy,Why does Gaia use only calcium NIR lines for stellar radial velocity measurements?,CC BY-SA 3.0
sports,Why isn't Cricket an Olympics sport event?,CC BY-SA 3.0
